"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M4"	"Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670"	"Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670"	"1/137"	"18/6201"	0.331484082747443	0.791739911571508	0.711777559193731	"BMP2"	1
"M4"	"Transcription co-factors SKI and SKIL protein partners WP4533"	"Transcription co-factors SKI and SKIL protein partners WP4533"	"1/137"	"18/6201"	0.331484082747443	0.791739911571508	0.711777559193731	"TEAD2"	1
"M4"	"Extracellular vesicles in the crosstalk of cardiac cells WP4300"	"Extracellular vesicles in the crosstalk of cardiac cells WP4300"	"1/137"	"19/6201"	0.346296743375552	0.791739911571508	0.711777559193731	"BIRC5"	1
"M4"	"Farnesoid X Receptor  Pathway WP2879"	"Farnesoid X Receptor  Pathway WP2879"	"1/137"	"19/6201"	0.346296743375552	0.791739911571508	0.711777559193731	"BAAT"	1
"M4"	"Overview of nanoparticle effects WP3287"	"Overview of nanoparticle effects WP3287"	"1/137"	"19/6201"	0.346296743375552	0.791739911571508	0.711777559193731	"COL4A1"	1
"M4"	"Small Ligand GPCRs WP247"	"Small Ligand GPCRs WP247"	"1/137"	"19/6201"	0.346296743375552	0.791739911571508	0.711777559193731	"TBXA2R"	1
"M4"	"TP53 Network WP1742"	"TP53 Network WP1742"	"1/137"	"19/6201"	0.346296743375552	0.791739911571508	0.711777559193731	"TP63"	1
"M4"	"Ectoderm Differentiation WP2858"	"Ectoderm Differentiation WP2858"	"4/137"	"138/6201"	0.363887423755195	0.791739911571508	0.711777559193731	"VAX2/EDA2R/WNT1/BMP4"	4
"M4"	"Complement and Coagulation Cascades WP558"	"Complement and Coagulation Cascades WP558"	"2/137"	"58/6201"	0.368125634663649	0.791739911571508	0.711777559193731	"C1S/PLAT"	2
"M4"	"Pathways Regulating Hippo Signaling WP4540"	"Pathways Regulating Hippo Signaling WP4540"	"3/137"	"98/6201"	0.368717867291701	0.791739911571508	0.711777559193731	"TEAD2/CDH11/NGFR"	3
"M4"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"1/137"	"21/6201"	0.374951575128253	0.791739911571508	0.711777559193731	"KCNK3"	1
"M4"	"Vitamin D Receptor Pathway WP2877"	"Vitamin D Receptor Pathway WP2877"	"5/137"	"182/6201"	0.375279416739622	0.791739911571508	0.711777559193731	"HNF1A/SFRP1/PTHLH/S100A2/TIMP3"	5
"M4"	"Kit receptor signaling pathway WP304"	"Kit receptor signaling pathway WP304"	"2/137"	"59/6201"	0.376092181179119	0.791739911571508	0.711777559193731	"TBX2/SNAI2"	2
"M4"	"Metapathway biotransformation Phase I and II WP702"	"Metapathway biotransformation Phase I and II WP702"	"5/137"	"183/6201"	0.379709394634677	0.791739911571508	0.711777559193731	"BAAT/AKR1B10/GSTM2/CHST1/CYP26C1"	5
"M4"	"Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872"	"Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872"	"1/137"	"22/6201"	0.388807826618128	0.791739911571508	0.711777559193731	"PTHLH"	1
"M4"	"Transcription factor regulation in adipogenesis WP3599"	"Transcription factor regulation in adipogenesis WP3599"	"1/137"	"22/6201"	0.388807826618128	0.791739911571508	0.711777559193731	"TWIST1"	1
"M4"	"Notch Signaling Pathway WP61"	"Notch Signaling Pathway WP61"	"2/137"	"61/6201"	0.391900884896312	0.791739911571508	0.711777559193731	"HES5/DLL3"	2
"M4"	"Prader-Willi and Angelman Syndrome WP3998"	"Prader-Willi and Angelman Syndrome WP3998"	"2/137"	"61/6201"	0.391900884896312	0.791739911571508	0.711777559193731	"GABRR1/CDC6"	2
"M4"	"MECP2 and Associated Rett Syndrome WP3584"	"MECP2 and Associated Rett Syndrome WP3584"	"2/137"	"62/6201"	0.3997389818036	0.791739911571508	0.711777559193731	"POU3F2/DLX6"	2
"M4"	"Blood Clotting Cascade WP272"	"Blood Clotting Cascade WP272"	"1/137"	"23/6201"	0.402359101541791	0.791739911571508	0.711777559193731	"PLAT"	1
"M4"	"Estrogen signaling pathway WP712"	"Estrogen signaling pathway WP712"	"1/137"	"23/6201"	0.402359101541791	0.791739911571508	0.711777559193731	"GPER1"	1
"M4"	"Glutathione metabolism WP100"	"Glutathione metabolism WP100"	"1/137"	"23/6201"	0.402359101541791	0.791739911571508	0.711777559193731	"GSTM2"	1
"M4"	"Hippo-Yap signaling pathway WP4537"	"Hippo-Yap signaling pathway WP4537"	"1/137"	"23/6201"	0.402359101541791	0.791739911571508	0.711777559193731	"TEAD2"	1
"M4"	"G1 to S cell cycle control WP45"	"G1 to S cell cycle control WP45"	"2/137"	"64/6201"	0.415273321644669	0.791739911571508	0.711777559193731	"E2F2/ORC1"	2
"M4"	"Angiogenesis WP1539"	"Angiogenesis WP1539"	"1/137"	"24/6201"	0.41561206416542	0.791739911571508	0.711777559193731	"TIMP3"	1
"M4"	"GPCRs, Class B Secretin-like WP334"	"GPCRs, Class B Secretin-like WP334"	"1/137"	"24/6201"	0.41561206416542	0.791739911571508	0.711777559193731	"ADGRL3"	1
"M4"	"Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668"	"Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668"	"1/137"	"25/6201"	0.428573234184739	0.791739911571508	0.711777559193731	"FBN3"	1
"M4"	"Signal Transduction of S1P Receptor WP26"	"Signal Transduction of S1P Receptor WP26"	"1/137"	"25/6201"	0.428573234184739	0.791739911571508	0.711777559193731	"S1PR5"	1
"M4"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"2/137"	"66/6201"	0.430607250286835	0.791739911571508	0.711777559193731	"NEFL/WNT11"	2
"M4"	"DNA Damage Response (only ATM dependent) WP710"	"DNA Damage Response (only ATM dependent) WP710"	"3/137"	"110/6201"	0.440380785164659	0.791739911571508	0.711777559193731	"WNT1/WNT11/WNT10A"	3
"M4"	"Cytokines and Inflammatory Response WP530"	"Cytokines and Inflammatory Response WP530"	"1/137"	"26/6201"	0.441248989838348	0.791739911571508	0.711777559193731	"IL12B"	1
"M4"	"Wnt/beta-catenin Signaling Pathway in Leukemia WP3658"	"Wnt/beta-catenin Signaling Pathway in Leukemia WP3658"	"1/137"	"26/6201"	0.441248989838348	0.791739911571508	0.711777559193731	"WNT1"	1
"M4"	"Canonical  and Non-canonical Notch signaling WP3845"	"Canonical  and Non-canonical Notch signaling WP3845"	"1/137"	"27/6201"	0.453645570954485	0.791739911571508	0.711777559193731	"DLL3"	1
"M4"	"Eicosanoid Synthesis WP167"	"Eicosanoid Synthesis WP167"	"1/137"	"27/6201"	0.453645570954485	0.791739911571508	0.711777559193731	"ALOX15B"	1
"M4"	"Sphingolipid pathway WP1422"	"Sphingolipid pathway WP1422"	"1/137"	"27/6201"	0.453645570954485	0.791739911571508	0.711777559193731	"CERS3"	1
"M4"	"Primary Focal Segmental Glomerulosclerosis FSGS WP2572"	"Primary Focal Segmental Glomerulosclerosis FSGS WP2572"	"2/137"	"72/6201"	0.47529170497252	0.818154782522037	0.735524640901746	"WNT1/MKI67"	2
"M4"	"Selective expression of chemokine receptors during T-cell polarization WP4494"	"Selective expression of chemokine receptors during T-cell polarization WP4494"	"1/137"	"29/6201"	0.477625494661513	0.818154782522037	0.735524640901746	"IL12B"	1
"M4"	"Extracellular vesicle-mediated signaling in recipient cells WP2870"	"Extracellular vesicle-mediated signaling in recipient cells WP2870"	"1/137"	"30/6201"	0.489220651374309	0.830328628479331	0.746468980368332	"DKK4"	1
"M4"	"Hippo-Merlin Signaling Dysregulation WP4541"	"Hippo-Merlin Signaling Dysregulation WP4541"	"3/137"	"120/6201"	0.497689811254817	0.834267112405493	0.750009694225137	"TEAD2/CDH11/NGFR"	3
"M4"	"Gastric Cancer Network 2 WP2363"	"Gastric Cancer Network 2 WP2363"	"1/137"	"31/6201"	0.500560267443296	0.834267112405493	0.750009694225137	"UBE2C"	1
"M4"	"Alpha 6 Beta 4 signaling pathway WP244"	"Alpha 6 Beta 4 signaling pathway WP244"	"1/137"	"33/6201"	0.522495121182951	0.854743101022749	0.768417695371803	"LAMB1"	1
"M4"	"Resistin as a regulator of inflammation WP4481"	"Resistin as a regulator of inflammation WP4481"	"1/137"	"33/6201"	0.522495121182951	0.854743101022749	0.768417695371803	"IL12B"	1
"M4"	"Zinc homeostasis WP3529"	"Zinc homeostasis WP3529"	"1/137"	"36/6201"	0.553616735579287	0.854743101022749	0.768417695371803	"SLC39A2"	1
"M4"	"Apoptosis WP254"	"Apoptosis WP254"	"2/137"	"84/6201"	0.558010966006174	0.854743101022749	0.768417695371803	"TP63/BIRC5"	2
"M4"	"Viral Acute Myocarditis WP4298"	"Viral Acute Myocarditis WP4298"	"2/137"	"84/6201"	0.558010966006174	0.854743101022749	0.768417695371803	"IL12B/CAV1"	2
"M4"	"TGF-beta Signaling Pathway WP366"	"TGF-beta Signaling Pathway WP366"	"3/137"	"132/6201"	0.562398653905587	0.854743101022749	0.768417695371803	"COL1A2/TNC/CAV1"	3
"M4"	"Nuclear Receptors Meta-Pathway WP2882"	"Nuclear Receptors Meta-Pathway WP2882"	"7/137"	"319/6201"	0.563178022372428	0.854743101022749	0.768417695371803	"SLC39A2/IL12B/BAAT/TNS4/GSTM2/SNAI2/SLC6A15"	7
"M4"	"Photodynamic therapy-induced HIF-1 survival signaling WP3614"	"Photodynamic therapy-induced HIF-1 survival signaling WP3614"	"1/137"	"37/6201"	0.563536363677525	0.854743101022749	0.768417695371803	"BIRC5"	1
"M4"	"Selenium Micronutrient Network WP15"	"Selenium Micronutrient Network WP15"	"2/137"	"86/6201"	0.570875846173931	0.854743101022749	0.768417695371803	"ALOX15B/PLAT"	2
"M4"	"Amyotrophic lateral sclerosis (ALS) WP2447"	"Amyotrophic lateral sclerosis (ALS) WP2447"	"1/137"	"38/6201"	0.573237129118177	0.854743101022749	0.768417695371803	"NEFL"	1
"M4"	"Retinoblastoma Gene in Cancer WP2446"	"Retinoblastoma Gene in Cancer WP2446"	"2/137"	"87/6201"	0.577206914655362	0.854743101022749	0.768417695371803	"E2F2/ORC1"	2
"M4"	"Bladder Cancer WP2828"	"Bladder Cancer WP2828"	"1/137"	"40/6201"	0.59200114444475	0.854743101022749	0.768417695371803	"MMP2"	1
"M4"	"Ferroptosis WP4313"	"Ferroptosis WP4313"	"1/137"	"40/6201"	0.59200114444475	0.854743101022749	0.768417695371803	"TF"	1
"M4"	"Glycogen Synthesis and Degradation WP500"	"Glycogen Synthesis and Degradation WP500"	"1/137"	"40/6201"	0.59200114444475	0.854743101022749	0.768417695371803	"HKDC1"	1
"M4"	"Oxidative Damage WP3941"	"Oxidative Damage WP3941"	"1/137"	"40/6201"	0.59200114444475	0.854743101022749	0.768417695371803	"C1S"	1
"M4"	"Regulation of toll-like receptor signaling pathway WP1449"	"Regulation of toll-like receptor signaling pathway WP1449"	"3/137"	"139/6201"	0.597765531853792	0.854743101022749	0.768417695371803	"SFTPA2/IL12B/SMAD6"	3
"M4"	"GPCRs, Other WP117"	"GPCRs, Other WP117"	"2/137"	"91/6201"	0.601852208396255	0.854743101022749	0.768417695371803	"EDNRA/ADGRL3"	2
"M4"	"Endoderm Differentiation WP2853"	"Endoderm Differentiation WP2853"	"3/137"	"141/6201"	0.607526364204465	0.854743101022749	0.768417695371803	"SOX7/SFRP1/PTHLH"	3
"M4"	"Splicing factor NOVA regulated synaptic proteins WP4148"	"Splicing factor NOVA regulated synaptic proteins WP4148"	"1/137"	"42/6201"	0.609945897301631	0.854743101022749	0.768417695371803	"NTNG1"	1
"M4"	"Vitamin A and Carotenoid Metabolism WP716"	"Vitamin A and Carotenoid Metabolism WP716"	"1/137"	"43/6201"	0.618622210350775	0.854743101022749	0.768417695371803	"CRABP2"	1
"M4"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"3/137"	"144/6201"	0.621873999048883	0.854743101022749	0.768417695371803	"BMP2/KCNN2/NGFR"	3
"M4"	"Interleukin-11 Signaling Pathway WP2332"	"Interleukin-11 Signaling Pathway WP2332"	"1/137"	"44/6201"	0.627106906223127	0.854743101022749	0.768417695371803	"BIRC5"	1
"M4"	"NRF2 pathway WP2884"	"NRF2 pathway WP2884"	"3/137"	"146/6201"	0.631241342029783	0.854743101022749	0.768417695371803	"SLC39A2/GSTM2/SLC6A15"	3
"M4"	"ATM Signaling Network in Development and Disease  WP3878"	"ATM Signaling Network in Development and Disease  WP3878"	"1/137"	"45/6201"	0.635404186367261	0.854743101022749	0.768417695371803	"AURKB"	1
"M4"	"Glycolysis and Gluconeogenesis WP534"	"Glycolysis and Gluconeogenesis WP534"	"1/137"	"45/6201"	0.635404186367261	0.854743101022749	0.768417695371803	"LDHC"	1
"M4"	"Aryl Hydrocarbon Receptor Pathway WP2873"	"Aryl Hydrocarbon Receptor Pathway WP2873"	"1/137"	"46/6201"	0.643518160777216	0.854743101022749	0.768417695371803	"IL12B"	1
"M4"	"Regulation of Microtubule Cytoskeleton WP2038"	"Regulation of Microtubule Cytoskeleton WP2038"	"1/137"	"46/6201"	0.643518160777216	0.854743101022749	0.768417695371803	"AURKB"	1
"M4"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"1/137"	"47/6201"	0.65145284996869	0.854743101022749	0.768417695371803	"TEAD2"	1
"M4"	"NO/cGMP/PKG mediated Neuroprotection WP4008"	"NO/cGMP/PKG mediated Neuroprotection WP4008"	"1/137"	"47/6201"	0.65145284996869	0.854743101022749	0.768417695371803	"NEFL"	1
"M4"	"Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203"	"Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203"	"1/137"	"47/6201"	0.65145284996869	0.854743101022749	0.768417695371803	"TSLP"	1
"M4"	"Rett syndrome causing genes WP4312"	"Rett syndrome causing genes WP4312"	"1/137"	"48/6201"	0.659212186912838	0.858832778724472	0.772094333078046	"SRRM3"	1
"M4"	"Photodynamic therapy-induced AP-1 survival signaling. WP3611"	"Photodynamic therapy-induced AP-1 survival signaling. WP3611"	"1/137"	"50/6201"	0.674220109534377	0.866185557387915	0.778704512473916	"MMP2"	1
"M4"	"Vitamin B12 Metabolism WP1533"	"Vitamin B12 Metabolism WP1533"	"1/137"	"50/6201"	0.674220109534377	0.866185557387915	0.778704512473916	"PLAT"	1
"M4"	"One carbon metabolism and related pathways WP3940"	"One carbon metabolism and related pathways WP3940"	"1/137"	"52/6201"	0.688571712420139	0.871977628761056	0.783911609355601	"BAAT"	1
"M4"	"Wnt Signaling Pathway WP363"	"Wnt Signaling Pathway WP363"	"1/137"	"52/6201"	0.688571712420139	0.871977628761056	0.783911609355601	"GJA1"	1
"M4"	"Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864"	"Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864"	"1/137"	"53/6201"	0.695510348848573	0.871977628761056	0.783911609355601	"BIRC5"	1
"M4"	"EGF/EGFR Signaling Pathway WP437"	"EGF/EGFR Signaling Pathway WP437"	"3/137"	"162/6201"	0.700397846610994	0.871977628761056	0.783911609355601	"GJA1/TWIST1/CAV1"	3
"M4"	"IL-4 Signaling Pathway WP395"	"IL-4 Signaling Pathway WP395"	"1/137"	"54/6201"	0.702295495596742	0.871977628761056	0.783911609355601	"BIRC5"	1
"M4"	"Pathogenic Escherichia coli infection WP2272"	"Pathogenic Escherichia coli infection WP2272"	"1/137"	"55/6201"	0.708930523594668	0.874347645766757	0.786042264757597	"TUBA8"	1
"M4"	"RIG-I-like Receptor Signaling WP3865"	"RIG-I-like Receptor Signaling WP3865"	"1/137"	"60/6201"	0.739966808310581	0.904979715981837	0.813580626601025	"IFNE"	1
"M4"	"Oxidation by Cytochrome P450 WP43"	"Oxidation by Cytochrome P450 WP43"	"1/137"	"61/6201"	0.745767907034152	0.904979715981837	0.813580626601025	"CYP26C1"	1
"M4"	"Genotoxicity pathway WP4286"	"Genotoxicity pathway WP4286"	"1/137"	"63/6201"	0.75698744994617	0.904979715981837	0.813580626601025	"CENPE"	1
"M4"	"Oncostatin M Signaling Pathway WP2374"	"Oncostatin M Signaling Pathway WP2374"	"1/137"	"65/6201"	0.767715317316669	0.904979715981837	0.813580626601025	"TIMP3"	1
"M4"	"Pathways Affected in Adenoid Cystic Carcinoma WP3651"	"Pathways Affected in Adenoid Cystic Carcinoma WP3651"	"1/137"	"65/6201"	0.767715317316669	0.904979715981837	0.813580626601025	"MYCN"	1
"M4"	"AGE/RAGE pathway WP2324"	"AGE/RAGE pathway WP2324"	"1/137"	"66/6201"	0.772901595270974	0.904979715981837	0.813580626601025	"MMP2"	1
"M4"	"Folate Metabolism WP176"	"Folate Metabolism WP176"	"1/137"	"66/6201"	0.772901595270974	0.904979715981837	0.813580626601025	"PLAT"	1
"M4"	"Non-small cell lung cancer WP4255"	"Non-small cell lung cancer WP4255"	"1/137"	"66/6201"	0.772901595270974	0.904979715981837	0.813580626601025	"E2F2"	1
"M4"	"PPAR signaling pathway WP3942"	"PPAR signaling pathway WP3942"	"1/137"	"67/6201"	0.777972904390433	0.905188599447988	0.81376841372849	"CPT1C"	1
"M4"	"AMP-activated Protein Kinase (AMPK) Signaling WP1403"	"AMP-activated Protein Kinase (AMPK) Signaling WP1403"	"1/137"	"69/6201"	0.787780681996476	0.910335022825175	0.818395070306559	"CPT1C"	1
"M4"	"Parkin-Ubiquitin Proteasomal System pathway WP2359"	"Parkin-Ubiquitin Proteasomal System pathway WP2359"	"1/137"	"70/6201"	0.792522046407187	0.910335022825175	0.818395070306559	"TUBA8"	1
"M4"	"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341"	"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341"	"1/137"	"71/6201"	0.797158236203667	0.910335022825175	0.818395070306559	"CAV1"	1
"M4"	"Chromosomal and microsatellite instability in colorectal cancer  WP4216"	"Chromosomal and microsatellite instability in colorectal cancer  WP4216"	"1/137"	"73/6201"	0.806124306287438	0.914926359896786	0.822522701927125	"BIRC5"	1
"M4"	"DNA IR-damage and cellular response via ATR WP4016"	"DNA IR-damage and cellular response via ATR WP4016"	"1/137"	"80/6201"	0.834517052501015	0.936852048014049	0.842233989110781	"CLSPN"	1
"M4"	"Alzheimers Disease WP2059"	"Alzheimers Disease WP2059"	"1/137"	"83/6201"	0.845383446167635	0.936852048014049	0.842233989110781	"CACNA1F"	1
"M4"	"Pathways in clear cell renal cell carcinoma WP4018"	"Pathways in clear cell renal cell carcinoma WP4018"	"1/137"	"85/6201"	0.852231106086356	0.936852048014049	0.842233989110781	"LDHC"	1
"M4"	"Ciliary landscape WP4352"	"Ciliary landscape WP4352"	"3/137"	"216/6201"	0.862423099327005	0.936852048014049	0.842233989110781	"NEFL/TFAP2B/IQGAP3"	3
"M4"	"Myometrial Relaxation and Contraction Pathways WP289"	"Myometrial Relaxation and Contraction Pathways WP289"	"2/137"	"156/6201"	0.864702190910134	0.936852048014049	0.842233989110781	"GJA1/IGFBP6"	2
"M4"	"Cytoplasmic Ribosomal Proteins WP477"	"Cytoplasmic Ribosomal Proteins WP477"	"1/137"	"89/6201"	0.865036117526497	0.936852048014049	0.842233989110781	"RPL3L"	1
"M4"	"Pancreatic adenocarcinoma pathway WP4263"	"Pancreatic adenocarcinoma pathway WP4263"	"1/137"	"89/6201"	0.865036117526497	0.936852048014049	0.842233989110781	"E2F2"	1
"M4"	"Androgen receptor signaling pathway WP138"	"Androgen receptor signaling pathway WP138"	"1/137"	"90/6201"	0.868061322352883	0.936852048014049	0.842233989110781	"CAV1"	1
"M4"	"Apoptosis Modulation and Signaling WP1772"	"Apoptosis Modulation and Signaling WP1772"	"1/137"	"91/6201"	0.871019201396845	0.936852048014049	0.842233989110781	"BIRC5"	1
"M4"	"Corticotropin-releasing hormone signaling pathway WP2355"	"Corticotropin-releasing hormone signaling pathway WP2355"	"1/137"	"93/6201"	0.876738899740951	0.93755315868252	0.842864290593673	"GJA1"	1
"M4"	"Chemokine signaling pathway WP3929"	"Chemokine signaling pathway WP3929"	"2/137"	"164/6201"	0.882734665615255	0.938539730682886	0.843751223032125	"CXCL14/CCL21"	2
"M4"	"Integrin-mediated Cell Adhesion WP185"	"Integrin-mediated Cell Adhesion WP185"	"1/137"	"101/6201"	0.897206733851669	0.947885893271225	0.852153463083093	"CAV1"	1
"M4"	"Toll-like Receptor Signaling Pathway WP75"	"Toll-like Receptor Signaling Pathway WP75"	"1/137"	"103/6201"	0.901772525490463	0.947885893271225	0.852153463083093	"IL12B"	1
"M4"	"Thermogenesis WP4321"	"Thermogenesis WP4321"	"1/137"	"108/6201"	0.912325133966982	0.950281637365385	0.854307247247401	"CPT1C"	1
"M4"	"MAPK Signaling Pathway WP382"	"MAPK Signaling Pathway WP382"	"3/137"	"246/6201"	0.914325034870478	0.950281637365385	0.854307247247401	"NTF4/CACNG4/CACNA1F"	3
"M4"	"Ebola Virus Pathway on Host WP4217"	"Ebola Virus Pathway on Host WP4217"	"1/137"	"129/6201"	0.945659484146132	0.9773575674136	0.878648623905256	"CAV1"	1
"M4"	"Calcium Regulation in the Cardiac Cell WP536"	"Calcium Regulation in the Cardiac Cell WP536"	"1/137"	"149/6201"	0.965597611967302	0.983079481692231	0.883792649259587	"GJA1"	1
"M4"	"Regulation of Actin Cytoskeleton WP51"	"Regulation of Actin Cytoskeleton WP51"	"1/137"	"150/6201"	0.966376383804791	0.983079481692231	0.883792649259587	"WASF1"	1
"M4"	"Integrated Breast Cancer Pathway WP1984"	"Integrated Breast Cancer Pathway WP1984"	"1/137"	"151/6201"	0.967137652259384	0.983079481692231	0.883792649259587	"SMAD6"	1
"M4"	"Insulin Signaling WP481"	"Insulin Signaling WP481"	"1/137"	"160/6201"	0.973263091213857	0.98389984630909	0.884530160550989	"RHOJ"	1
"M4"	"Ras Signaling WP4223"	"Ras Signaling WP4223"	"1/137"	"184/6201"	0.984598966265686	0.989594209319499	0.889649417197615	"NGFR"	1
"M4"	"Circadian rhythm related genes WP3594"	"Circadian rhythm related genes WP3594"	"1/137"	"201/6201"	0.989594209319499	0.989594209319499	0.889649417197615	"NGFR"	1
"M5"	"Allograft Rejection WP2328"	"Allograft Rejection WP2328"	"20/119"	"89/6201"	1.19139453080134e-16	2.04919859297831e-14	1.74319831348828e-14	"CXCL13/CXCL9/CXCL11/IL10/C8A/GZMB/C4B/IFNG/IL2/CCL19/FASLG/CD86/IL22/CTLA4/PRF1/CD80/CD28/C4A/GNLY/IL2RA"	20
"M5"	"Type II interferon signaling (IFNG) WP619"	"Type II interferon signaling (IFNG) WP619"	"7/119"	"37/6201"	5.13117862819335e-06	0.000441281362024629	0.000375386225957303	"CXCL9/CXCL10/SOCS1/NOS2/IFNG/IRF8/IRF4"	7
"M5"	"Inflammatory Response Pathway WP453"	"Inflammatory Response Pathway WP453"	"6/119"	"30/6201"	1.79352410520045e-05	0.00102828715364826	0.000874736317974954	"IFNG/IL2/CD86/CD80/CD28/IL2RA"	6
"M5"	"Selective expression of chemokine receptors during T-cell polarization WP4494"	"Selective expression of chemokine receptors during T-cell polarization WP4494"	"5/119"	"29/6201"	0.000196499449531238	0.00844947632984325	0.00718774302232688	"IL12RB2/IFNG/IL2/CD28/CXCR3"	5
